2024-03-25 07:31:00 INFO: Item Converted | IEC/UL | EATON | Mag S/W | xtce007b10t | Country Unknown | ip None | None
2024-04-19 11:26:49 INFO: Item Not Converted | None | None | None | 1234 | South Korea | ip None | None
2024-04-19 11:27:07 INFO: Item Not Converted | None | None | None | 1234"><b>1111</b> | South Korea | ip None | None
2024-04-19 11:28:09 INFO: Item Not Converted | None | None | None | 55555 | South Korea | ip None | None
2024-04-19 11:28:17 INFO: Item Not Converted | None | None | None | 55555<b>111</b> | South Korea | ip None | None
2024-04-19 11:33:49 INFO: Item Not Converted | None | None | None | 12345 | South Korea | ip None | None
2024-04-19 11:33:54 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | test | South Korea | ip None | None
2024-04-19 11:37:58 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | test | South Korea | ip None | None
2024-04-19 11:40:15 INFO: Item Not Converted | None | None | None | 123456 | South Korea | ip None | None
2024-04-19 11:56:53 INFO: Item Not Converted | None | None | None | 111123123 | South Korea | ip None | None
2024-04-19 12:22:54 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | test | South Korea | ip None | None
2024-04-19 12:23:09 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | test | South Korea | ip None | None
2024-04-19 12:23:41 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | test | South Korea | ip None | None
2024-04-19 12:26:01 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | test | South Korea | ip None | None
2024-04-19 12:59:26 INFO: Item Not Converted | None | None | None | PKZM01-6 | India | ip None | None
2024-04-19 12:59:38 INFO: Item Not Converted | None | None | None | PKZM01 | India | ip None | None
2024-04-19 13:44:38 INFO: Item Not Converted | None | None | None | 061111558E | South Korea | ip None | None
2024-04-19 15:50:24 INFO: Item Not Converted | None | None | None | ���б� | South Korea | ip None | None
2024-04-19 15:50:26 INFO: Item Not Converted | None | None | None | ���б� | South Korea | ip None | None
2024-04-19 16:28:16 INFO: Item Not Converted | None | None | None | PKZM01 | India | ip None | None
2024-04-19 16:37:04 INFO: Item Not Converted | None | None | None | EBS53C | China | ip None | None
2024-04-19 17:26:53 INFO: Item Not Converted | None | None | None | ' | South Korea | ip None | None
2024-04-19 17:28:56 INFO: Item Not Converted | None | None | None | 111111111111111111111111111111111111111111111111111111111111111111111111111111111 | South Korea | ip None | None
2024-04-19 17:29:30 INFO: Item Not Converted | None | None | None | 111111111111111111111111111111111111111111111111111111111111111111111111111111111 | South Korea | ip None | None
2024-04-19 17:30:10 INFO: Item Not Converted | None | None | None | 111111111111111111111111111111111111111111111111111111111111111111111111111111111 | South Korea | ip None | None
2024-04-20 02:48:20 INFO: Item Not Converted | None | None | None | GS4-4015 | United States | ip None | None
2024-04-20 02:49:13 INFO: Item Not Converted | None | None | None | M1S40T3L | United States | ip None | None
2024-04-20 03:17:53 INFO: Item Not Converted | None | None | None | BK63H | Canada | ip None | None
2024-04-20 03:41:52 INFO: Item Not Converted | None | None | None | MC-18B | Mexico | ip None | None
2024-04-20 03:43:17 INFO: Item Not Converted | None | None | None | CONTACTOR 9A | Mexico | ip None | None
2024-04-20 03:43:44 INFO: Item Not Converted | None | None | None | 1344000500 | Mexico | ip None | None
2024-04-20 03:44:08 INFO: Item Not Converted | None | None | None | 240206 | Mexico | ip None | None
2024-04-20 03:45:55 INFO: Item Not Converted | None | None | None | 0626039463 | United States | ip None | None
2024-04-20 06:45:37 INFO: Item Converted | IEC/UL | ABB | Mag S/W | TF42-1.0 | United States | ip None | None
2024-04-20 06:48:01 INFO: Item Converted | IEC/UL | ABB | Mag S/W | TF42-1.3 | United States | ip None | None
2024-04-20 06:48:13 INFO: Item Converted | IEC/UL | ABB | Mag S/W | TF42-5.7 | United States | ip None | None
2024-04-20 06:48:26 INFO: Item Converted | IEC/UL | ABB | Mag S/W | TF42-24 | United States | ip None | None
2024-04-20 06:48:47 INFO: Item Not Converted | None | None | None | EF46-30 | United States | ip None | None
2024-04-20 06:52:12 INFO: Item Converted | IEC/UL | ABB | Mag S/W | TF42-1.0 | United States | ip None | None
2024-04-20 07:05:36 INFO: Item Not Converted | None | None | None | 2CDS273336R0487 | United States | ip None | None
2024-04-21 17:01:21 INFO: Item Converted | IEC | Schneider Electric | MCB | PLC | Vietnam | ip None | None
2024-04-22 09:59:07 INFO: Item Not Converted | None | None | None | 5810300257 | Country Unknown | ip None | None
2024-04-22 09:59:17 INFO: Item Not Converted | None | None | None | CIRCUIT BREAKER 3P   10A S203 CURVE D | Country Unknown | ip None | None
2024-04-22 09:59:24 INFO: Item Not Converted | None | None | None | S203 CURVE D | Country Unknown | ip None | None
2024-04-22 09:59:30 INFO: Item Converted | IEC | ABB | MCB | S203 | Country Unknown | ip None | None
2024-04-22 10:00:15 INFO: Item Converted | UL | ABB | MCB | S203D | Country Unknown | ip None | None
2024-04-22 10:00:43 INFO: Item Converted | IEC | Schneider Electric | MCCB | TMD80 | Country Unknown | ip None | None
2024-04-22 10:01:17 INFO: Item Converted | UL | ABB | MCB |  S202-C4 | Country Unknown | ip None | None
2024-04-22 11:37:32 INFO: Item Not Converted | None | None | None | ativ | Vietnam | ip None | None
2024-04-22 11:48:32 INFO: Item Not Converted | None | None | None | 061111558E | South Korea | ip None | None
2024-04-22 13:27:38 INFO: Item Not Converted | None | None | None | ssmi | South Korea | ip None | None
2024-04-22 15:02:36 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | GV2ME | Country Unknown | ip None | None
2024-04-22 15:17:49 INFO: Item Not Converted | None | None | None | 061111558E | South Korea | ip None | None
2024-04-22 17:49:33 INFO: Item Not Converted | None | None | None | BK63N | India | ip None | None
2024-04-22 17:49:48 INFO: Item Not Converted | None | None | None | BK63N | India | ip None | None
2024-04-22 18:16:58 INFO: Item Not Converted | None | None | None | BK63N | India | ip None | None
2024-04-22 18:17:03 INFO: Item Not Converted | None | None | None | ST41897OOOO | India | ip None | None
2024-04-22 18:48:30 INFO: Item Not Converted | None | None | None | CS97077 | India | ip None | None
2024-04-22 19:02:14 INFO: Item Not Converted | None | None | None | ABE33FB | India | ip None | None
2024-04-22 22:12:43 INFO: Item Not Converted | None | None | None | 39c2186g01 | United States | ip None | None
2024-04-23 00:13:17 INFO: Item Not Converted | None | None | None | 52763181005 | United States | ip None | None
2024-04-23 00:14:08 INFO: Item Not Converted | None | None | None | 319317-16-1-3.01 | United States | ip None | None
2024-04-23 02:03:52 INFO: Item Converted | UL | EATON | MCCB | PDG3XFS04 | United States | ip None | None
2024-04-23 02:05:54 INFO: Item Not Converted | None | None | None | uts150-n-ftu-100a-3p-ll-ul | United States | ip None | None
2024-04-23 02:06:31 INFO: Item Converted | UL | ABB | MCCB | xt1nu3100aff000xxx | United States | ip None | None
2024-04-23 02:07:20 INFO: Item Converted | UL | ABB | MCCB | xt1nu3100aff000xxx | United States | ip None | None
2024-04-23 02:08:01 INFO: Item Converted | UL | ABB | MCCB | xt1nu3100aff000xxx | The Netherlands | ip None | None
2024-04-23 02:09:13 INFO: Item Converted | UL | ABB | MCCB | xt1nu3100aff000xxx | The Netherlands | ip None | None
2024-04-23 02:10:34 INFO: Item Converted | UL | ABB | MCCB | xt1nu3100aff000xxx | France | ip None | None
2024-04-23 02:11:40 INFO: Item Converted | UL | ABB | MCCB | xt1nu3100aff000xxx | France | ip None | None
2024-04-23 04:37:54 INFO: Item Not Converted | None | None | None | atv320u40n4c | United States | ip None | None
2024-04-23 05:03:49 INFO: Item Converted | IEC/UL | ABB | Mag S/W | tf65 | United States | ip None | None
2024-04-23 05:03:52 INFO: Item Converted | IEC/UL | ABB | Mag S/W | tf65 | United States | ip None | None
2024-04-23 05:33:18 INFO: Item Converted | IEC/UL | ABB | Mag S/W | EF19-18.9 | United States | ip None | None
2024-04-23 05:34:32 INFO: Item Converted | IEC/UL | ABB | Mag S/W | EF19 | United States | ip None | None
2024-04-23 05:35:11 INFO: Item Not Converted | None | None | None | ABB Overload Relays, EF19 Series | United States | ip None | None
2024-04-23 05:35:27 INFO: Item Not Converted | None | None | None | ABB EF19 | United States | ip None | None
2024-04-23 05:35:35 INFO: Item Converted | IEC/UL | ABB | Mag S/W | EF19 | United States | ip None | None
2024-04-23 05:35:48 INFO: Item Converted | IEC/UL | ABB | Mag S/W | EF 19-18.9 | United States | ip None | None
2024-04-23 06:01:28 INFO: Item Converted | IEC/UL | ABB | Mag S/W | EF19-18.9 | United States | ip None | None
2024-04-23 06:51:42 INFO: Item Converted | IEC/UL | ABB | Mag S/W | 1SAZ721201R1023 | United States | ip None | None
2024-04-23 06:52:23 INFO: Item Converted | IEC/UL | ABB | Mag S/W | TF42-1.0 | United States | ip None | None
2024-04-23 06:52:38 INFO: Item Converted | IEC/UL | ABB | Mag S/W | TF42 | United States | ip None | None
2024-04-23 06:53:01 INFO: Item Converted | IEC/UL | ABB | Mag S/W | 1SAZ721201R1023 | United States | ip None | None
2024-04-23 06:53:33 INFO: Item Converted | IEC/UL | ABB | Mag S/W | 1SBL137001R1310 | United States | ip None | None
2024-04-23 06:54:01 INFO: Item Not Converted | None | None | None | 1317000500 | United States | ip None | None
2024-04-23 06:54:07 INFO: Item Converted | IEC/UL | ABB | Mag S/W | 1SBL157001R1310 | United States | ip None | None
2024-04-23 06:54:42 INFO: Item Converted | IEC/UL | ABB | Mag S/W | 1SBL177001R1310 | United States | ip None | None
2024-04-23 06:55:02 INFO: Item Converted | IEC/UL | ABB | Mag S/W | AF09-30-10-13 | United States | ip None | None
2024-04-23 06:55:37 INFO: Item Converted | IEC/UL | ABB | Mag S/W | AF12-30-10-13 | United States | ip None | None
2024-04-23 08:52:02 INFO: Item Converted | IEC | ABB | MCB | 2CDS272337R0467 | South Korea | ip None | None
2024-04-23 08:52:22 INFO: Item Not Converted | None | None | None | 1SFA611605R1100 | South Korea | ip None | None
2024-04-23 08:52:38 INFO: Item Converted | UL | ABB | MCB | S801U-K20 | South Korea | ip None | None
2024-04-23 08:52:51 INFO: Item Not Converted | None | None | None | A9F54163 | South Korea | ip None | None
2024-04-23 08:53:05 INFO: Item Not Converted | None | None | None | A9P54602 | South Korea | ip None | None
2024-04-23 08:53:11 INFO: Item Not Converted | None | None | None | M9F11306 | South Korea | ip None | None
2024-04-23 08:53:24 INFO: Item Not Converted | None | None | None | SEA9BPN12E | South Korea | ip None | None
2024-04-23 08:54:23 INFO: Item Not Converted | None | None | None | ST203M-C4 | South Korea | ip None | None
2024-04-23 08:54:31 INFO: Item Not Converted | None | None | None | 2CDS273334R0044 | South Korea | ip None | None
2024-04-23 08:54:40 INFO: Item Converted | IEC | ABB | MCB | 2CDS273337R0587 | South Korea | ip None | None
2024-04-23 08:54:53 INFO: Item Converted | UL | ABB | MCB | S801U-K20 | South Korea | ip None | None
2024-04-23 08:55:03 INFO: Item Not Converted | None | None | None | TEYADGMAACNXXXX | South Korea | ip None | None
2024-04-23 08:55:22 INFO: Item Not Converted | None | None | None | 5810200122 | South Korea | ip None | None
2024-04-23 08:55:35 INFO: Item Converted | IEC | ABB | MCB | 2CDS271337R0104 | South Korea | ip None | None
2024-04-23 10:29:15 INFO: Item Not Converted | None | None | None | aaa | Country Unknown | City Unknown | 10.13.120.169
2024-04-23 11:21:01 INFO: Item Not Converted | None | None | None | abs | Country Unknown | City Unknown | 10.13.43.132
2024-04-23 11:29:59 INFO: Item Not Converted | None | None | None | LP4K0910BW3 | South Korea | Gangnam-gu | 175.204.79.79
2024-04-23 11:30:01 INFO: Item Not Converted | None | None | None | LP4K0910BW3 | South Korea | Gangnam-gu | 175.204.79.79
2024-04-23 11:31:12 INFO: Item Not Converted | None | None | None | LP4K0910BW3 | South Korea | Gangnam-gu | 175.204.79.79
2024-04-23 11:31:13 INFO: Item Not Converted | None | None | None | LP4K0910BW3 | South Korea | Gangnam-gu | 175.204.79.79
2024-04-23 11:31:28 INFO: Item Not Converted | None | None | None | LP4K0910 | South Korea | Gangnam-gu | 175.204.79.79
2024-04-23 11:31:33 INFO: Item Not Converted | None | None | None | LP4K0910BW | South Korea | Gangnam-gu | 175.204.79.79
2024-04-23 11:42:52 INFO: Item Not Converted | None | None | None | LVB 06G-20D/12-1A2GB-B | Indonesia | Jakarta | 157.167.34.180
2024-04-23 11:43:35 INFO: Item Not Converted | None | None | None | vcb | Indonesia | Jakarta | 157.167.34.180
2024-04-23 11:43:39 INFO: Item Not Converted | None | None | None | vcb | Indonesia | Jakarta | 157.167.34.180
2024-04-23 11:54:49 INFO: Item Not Converted | None | None | None | UTE100 | South Korea | Cheongyang-gun | 14.34.145.125
2024-04-23 11:54:52 INFO: Item Not Converted | None | None | None | UTE100 | South Korea | Cheongyang-gun | 14.34.145.125
2024-04-23 11:54:53 INFO: Item Not Converted | None | None | None | UTE100 | South Korea | Cheongyang-gun | 14.34.145.125
2024-04-23 14:38:32 INFO: Item Not Converted | None | None | None | VCB | Country Unknown | City Unknown | 10.13.120.212
2024-04-23 14:39:22 INFO: Item Not Converted | None | None | None | vacume circuit breaker | Country Unknown | City Unknown | 10.13.120.212
2024-04-23 16:15:22 INFO: Item Converted | UL | Schneider Electric | MCCB | HJA36100U33X | Country Unknown | City Unknown | 10.13.120.169
2024-04-23 17:38:26 INFO: Item Converted | IEC | Schneider Electric | MCB | c-60 | South Korea | Busan | 58.126.150.101
2024-04-23 17:39:42 INFO: Item Not Converted | None | None | None | hibs | South Korea | Busan | 58.126.150.101
2024-04-23 17:41:28 INFO: Item Not Converted | None | None | None | hgm125h | South Korea | Busan | 58.126.150.101
2024-04-23 17:41:30 INFO: Item Not Converted | None | None | None | hgm125h | South Korea | Busan | 58.126.150.101
2024-04-23 17:45:10 INFO: Item Not Converted | None | None | None | HGM100 | South Korea | Busan | 58.126.150.101
2024-04-23 17:45:50 INFO: Item Not Converted | None | None | None | HGM10 | South Korea | Busan | 58.126.150.101
2024-04-23 17:46:20 INFO: Item Not Converted | None | None | None | HGM100 | South Korea | Busan | 58.126.150.101
2024-04-23 23:20:09 INFO: Item Not Converted | None | None | None | 0705100900 | Iran | Tehran | 2.178.97.60
2024-04-23 23:22:44 INFO: Item Not Converted | None | None | None | mc150a-30-22-mu-s-e | Iran | Tehran | 2.178.97.60
2024-04-23 23:47:12 INFO: Item Converted | IEC/UL | ABB | Mag S/W | AF12-30-10-13 | United States | Cape Girardeau | 97.88.188.173
2024-04-24 00:18:43 INFO: Item Converted | IEC/UL | ABB | Mag S/W | 1SAX121001R1105 | United States | Cape Girardeau | 97.88.188.173
2024-04-24 00:22:53 INFO: Item Converted | IEC/UL | ABB | Mag S/W | TF42-1.0 | United States | Cape Girardeau | 97.88.188.173
2024-04-24 01:31:47 INFO: Item Converted | UL | EATON | MCB | FAZ-C30-3-NA | Country Unknown | City Unknown | 10.13.30.181
2024-04-24 01:31:52 INFO: Item Converted | IEC/UL | ABB | Mag S/W | tf65 | United States | Minneapolis | 96.93.229.225
2024-04-24 01:40:11 INFO: Item Converted | IEC/UL | ABB | Mag S/W | 1SAX121001R1105 | Country Unknown | City Unknown | 10.13.30.181
2024-04-24 01:40:13 INFO: Item Converted | IEC/UL | ABB | Mag S/W | 1SAX121001R1105 | Country Unknown | City Unknown | 10.13.30.181
2024-04-24 02:15:57 INFO: Item Converted | UL | EATON | MCB | FAZ-C30-3-NA | United States | Forsyth | 38.147.41.48
2024-04-24 05:23:26 INFO: Item Not Converted | None | None | None | 29270384UL | United States | Dunbar | 208.44.224.130
2024-04-24 05:23:28 INFO: Item Not Converted | None | None | None | 29270384UL | United States | Dunbar | 208.44.224.130
2024-04-24 08:11:30 INFO: Item Not Converted | None | None | None | kv 8000 | Mexico | Gustavo Adolfo Madero | 177.226.178.198
2024-04-24 09:46:35 INFO: Item Not Converted | None | None | None | asd | South Korea | Gangnam-gu | 223.62.188.36
2024-04-24 09:47:29 INFO: Item Not Converted | None | None | None | Asd | South Korea | Seoul | 14.52.22.34
2024-04-24 09:54:38 INFO: Item Not Converted | None | None | None | 333 | South Korea | Gangnam-gu | 211.234.198.229
2024-04-24 09:54:51 INFO: Item Not Converted | None | None | None | Ssss | South Korea | Seoul | 14.52.22.34
2024-04-24 09:55:13 INFO: Item Not Converted | None | None | None | 4444 | South Korea | Gangnam-gu | 211.234.198.229
2024-04-24 11:03:26 INFO: Item Not Converted | None | None | None | Ssss | South Korea | Seoul | 42.35.92.223
2024-04-24 12:18:45 INFO: Item Not Converted | None | None | None | generator | South Korea | Gangnam-gu | 106.250.30.116
2024-04-24 12:18:57 INFO: Item Not Converted | None | None | None | Electric generator | South Korea | Gangnam-gu | 106.250.30.116
2024-04-24 12:19:28 INFO: Item Not Converted | None | None | None | Electric | South Korea | Gangnam-gu | 106.250.30.116
2024-04-24 14:34:45 INFO: Item Not Converted | None | None | None | 06e | South Korea | Guro-gu | 58.151.61.133
2024-04-24 15:32:33 INFO: Item Converted | UL | Schneider Electric | MCCB | HJA36100U33X | Country Unknown | City Unknown | 10.13.169.70
2024-04-24 15:32:35 INFO: Item Converted | UL | Schneider Electric | MCCB | HJA36100U33X | Country Unknown | City Unknown | 10.13.169.70
2024-04-24 16:41:18 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | pf | South Korea | Gangseo-gu | 182.217.217.226
2024-04-24 16:41:25 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | PF | South Korea | Gangseo-gu | 182.217.217.226
2024-04-24 16:41:53 INFO: Item Not Converted | None | None | None | power fuse | South Korea | Gangseo-gu | 182.217.217.226
2024-04-24 16:45:41 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | pf | South Korea | Gangseo-gu | 182.217.217.226
2024-04-24 16:59:42 INFO: Item Not Converted | None | None | None | ���ེ | Country Unknown | City Unknown | 10.13.56.131
2024-04-24 23:10:47 INFO: Item Converted | UL | EATON | MCB | FAZ-B20-3-NA-L | United States | Las Vegas | 24.120.173.236
2024-04-24 23:13:43 INFO: Item Converted | UL | EATON | MCB | faz-b20-3-na-l | United States | Las Vegas | 24.120.173.236
2024-04-24 23:28:58 INFO: Item Not Converted | None | None | None | UTS800H | United States | Glen Allen | 50.234.150.54
2024-04-24 23:53:36 INFO: Item Not Converted | None | None | None | magnum DS | United States | Ashburn | 208.127.7.21
2024-04-24 23:53:48 INFO: Item Not Converted | None | None | None | magnum | United States | Ashburn | 208.127.7.21
2024-04-24 23:53:56 INFO: Item Converted | IEC | Schneider Electric | ACB | NW | United States | Ashburn | 208.127.7.21
2024-04-25 01:04:29 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | lc1d115 | Portugal | Lisbon | 5.249.44.199
2024-04-25 01:05:13 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | lc1d115p7 | Portugal | Lisbon | 5.249.44.199
2024-04-25 08:44:01 INFO: Item Not Converted | None | None | None | LC1D386KD | Country Unknown | City Unknown | 10.13.171.177
2024-04-25 08:44:03 INFO: Item Not Converted | None | None | None | LC1D386KD | Country Unknown | City Unknown | 10.13.171.177
2024-04-25 08:44:16 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LC1D | Country Unknown | City Unknown | 10.13.171.177
2024-04-25 08:49:14 INFO: Item Not Converted | None | None | None | IC60N | Country Unknown | City Unknown | 10.13.171.177
2024-04-25 09:54:09 INFO: Item Converted | UL | Schneider Electric | MCCB | BJL36020 | Country Unknown | City Unknown | 10.13.121.6
2024-04-25 10:41:33 INFO: Item Converted | UL | Schneider Electric | MCCB | BJL36020 | Country Unknown | City Unknown | 10.13.121.6
2024-04-25 10:42:49 INFO: Item Not Converted | None | None | None | 061111558E | Indonesia | Tangerang | 103.87.77.42
2024-04-25 16:32:52 INFO: Item Not Converted | None | None | None | 891 | Country Unknown | City Unknown | 10.13.125.116
2024-04-25 20:10:15 INFO: Item Not Converted | None | None | None | asd | South Korea | Gangnam-gu | 223.62.169.192
2024-04-25 23:24:20 INFO: Item Not Converted | None | None | None | FRN0060C2S | United States | Nashotah | 192.12.108.250
2024-04-25 23:24:53 INFO: Item Not Converted | None | None | None | FRN0060C2S-2U | United States | Nashotah | 192.12.108.250
2024-04-25 23:25:05 INFO: Item Not Converted | None | None | None | 26111503 | United States | Nashotah | 192.12.108.250
2024-04-25 23:25:17 INFO: Item Not Converted | None | None | None | 482J42 | United States | Nashotah | 192.12.108.250
2024-04-26 08:28:07 INFO: Item Not Converted | None | None | None | 1SDA066806R1 | Country Unknown | City Unknown | 10.13.120.102
2024-04-26 08:33:06 INFO: Item Not Converted | None | None | None | 1SDA066806R1 | Country Unknown | City Unknown | 10.13.120.102
2024-04-26 09:32:24 INFO: Item Not Converted | None | None | None | 1SDA066809R1 | Country Unknown | City Unknown | 10.13.120.102
2024-04-26 09:33:54 INFO: Item Not Converted | None | None | None | 1SDA066800R1 | Country Unknown | City Unknown | 10.13.120.102
2024-04-26 09:55:13 INFO: Item Not Converted | None | None | None | LV429775 | Country Unknown | City Unknown | 10.13.120.102
2024-04-26 09:57:25 INFO: Item Not Converted | None | None | None | LV430630 | Country Unknown | City Unknown | 10.13.120.102
2024-04-26 10:03:36 INFO: Item Converted | IEC | ABB | MCB | 2CDS272337R0467 | Country Unknown | City Unknown | 10.13.120.102
2024-04-26 10:14:37 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LC1D09M7 | South Korea | Seoul | 118.129.111.8
2024-04-26 10:20:32 INFO: Item Not Converted | None | None | None | 2CDS271337R0204 | Country Unknown | City Unknown | 10.13.120.102
2024-04-26 10:26:36 INFO: Item Converted | IEC | ABB | MCB | 2CDS271337R0277 | Country Unknown | City Unknown | 10.13.120.102
2024-04-26 11:06:52 INFO: Item Not Converted | None | None | None | 061111558E | Indonesia | Tangerang | 103.87.77.42
2024-04-27 04:04:35 INFO: Item Not Converted | None | None | None | QL28KM06 | United States | Fleming Island | 73.104.186.37
2024-04-27 06:19:03 INFO: Item Not Converted | None | None | None | excitation | United States | Tulsa | 172.4.23.141
2024-04-27 20:14:08 INFO: Item Not Converted | None | None | None | Price | Saudi Arabia | Jeddah | 176.18.115.9
2024-04-29 13:26:13 INFO: Item Converted | UL | Schneider Electric | MCCB | BJL36020C | South Korea | Gangnam-gu | 118.235.12.145
2024-04-29 14:15:58 INFO: Item Not Converted | None | None | None | DBE53 | South Korea | Bucheon-si | 221.154.230.14
2024-04-29 14:16:19 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LC1D09 | South Korea | Bucheon-si | 221.154.230.14
2024-04-29 14:16:21 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LC1D09 | South Korea | Bucheon-si | 221.154.230.14
2024-04-29 14:16:46 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LC1D09M7 | South Korea | Bucheon-si | 221.154.230.14
2024-04-29 16:58:03 INFO: Item Converted | UL | ABB | MCB | s203-c20 | Spain | Madrid | 194.224.155.26
2024-04-29 20:43:45 INFO: Item Not Converted | None | None | None | DBE53N | India | Mumbai | 115.111.223.98
2024-04-29 22:19:41 INFO: Item Not Converted | None | None | None | 2CDS273336R0487 | United States | Pekin | 76.16.46.237
2024-04-29 22:19:47 INFO: Item Not Converted | None | None | None | 1SDX001506R1 | United States | Pekin | 76.16.46.237
2024-04-29 22:31:41 INFO: Item Not Converted | None | None | None | cau7-9-22-120 | United States | Kansas City | 74.62.142.74
2024-04-29 22:40:42 INFO: Item Not Converted | None | None | None | 300S32N30F10 | United States | Cincinnati | 162.155.119.174
2024-04-29 23:51:56 INFO: Item Not Converted | None | None | None | 64160057PL | Nicaragua | Managua | 190.181.128.186
2024-04-29 23:52:20 INFO: Item Not Converted | None | None | None | 14093000006 | Nicaragua | Managua | 190.181.128.186
2024-04-30 00:21:11 INFO: Item Not Converted | None | None | None | MMS-32H | United States | Westlake | 156.68.60.242
2024-04-30 00:22:14 INFO: Item Not Converted | None | None | None | metasol | United States | Westlake | 156.68.60.242
2024-04-30 01:30:49 INFO: Item Converted | IEC/UL | EATON | Mag S/W | XTOB004BC1 | United States | Tampa | 47.197.224.250
2024-04-30 03:15:37 INFO: Item Not Converted | None | None | None | mop3u | United States | Fort Worth | 143.244.127.114
2024-04-30 03:16:20 INFO: Item Not Converted | None | None | None | 83471173202 | United States | Fort Worth | 143.244.127.114
2024-04-30 12:28:11 INFO: Item Not Converted | None | None | None | K3P-07AS | Malaysia | Cyberjaya | 60.49.116.145
2024-04-30 12:30:28 INFO: Item Not Converted | None | None | None | K3P-07AS | Malaysia | Cyberjaya | 60.49.116.145
2024-04-30 12:31:39 INFO: Item Not Converted | None | None | None | 10060302431 | Malaysia | Cyberjaya | 60.49.116.145
2024-04-30 13:00:14 INFO: Item Not Converted | None | None | None | dddd | Country Unknown | City Unknown | 10.13.168.221
2024-04-30 15:16:44 INFO: Item Not Converted | None | None | None | 10060302431 | Malaysia | Kuala Lumpur | 183.171.95.65
2024-04-30 15:54:14 INFO: Item Not Converted | None | None | None | 1121 | South Korea | Gangnam-gu | 49.175.201.67
2024-04-30 15:56:07 INFO: Item Not Converted | None | None | None |  | South Korea | Gangnam-gu | 49.175.201.67
2024-04-30 16:41:37 INFO: Item Not Converted | None | None | None | LSIS | South Korea | Seoul | 1.220.137.242
2024-05-01 00:25:19 INFO: Item Not Converted | None | None | None | LC1V320P7 | Spain | Dosrius | 46.251.165.160
2024-05-01 00:35:00 INFO: Item Converted | UL | SIEMENS | MCB | 5SY4104 | United States | Cincinnati | 162.155.119.174
2024-05-01 00:39:53 INFO: Item Not Converted | None | None | None | LC1V320P7 | Spain | Dosrius | 46.251.165.160
2024-05-01 00:50:00 INFO: Item Not Converted | None | None | None | LC1V320P7 | Spain | Dosrius | 46.251.165.160
2024-05-01 00:50:43 INFO: Item Not Converted | None | None | None | LC1V320P7 | Spain | Madrid | 194.224.155.26
2024-05-01 00:51:24 INFO: Item Not Converted | None | None | None | A9F04202 | Spain | Dosrius | 46.251.165.160
2024-05-01 00:51:50 INFO: Item Not Converted | None | None | None | A9F79210 | Spain | Dosrius | 46.251.165.160
2024-05-01 00:52:27 INFO: Item Not Converted | None | None | None | A9F03102 | Spain | Dosrius | 46.251.165.160
2024-05-01 00:52:58 INFO: Item Not Converted | None | None | None | 2CSF202006R1400 | Spain | Dosrius | 46.251.165.160
2024-05-01 00:53:33 INFO: Item Not Converted | None | None | None | 402056 | Spain | Dosrius | 46.251.165.160
2024-05-01 00:53:55 INFO: Item Not Converted | None | None | None | 23042 | Spain | Dosrius | 46.251.165.160
2024-05-01 00:54:05 INFO: Item Not Converted | None | None | None | A9R81440 | Spain | Dosrius | 46.251.165.160
2024-05-01 00:54:26 INFO: Item Not Converted | None | None | None | A9R81440 | Spain | Dosrius | 46.251.165.160
2024-05-01 00:55:02 INFO: Item Not Converted | None | None | None | LV431130 | Spain | Dosrius | 46.251.165.160
2024-05-01 00:55:18 INFO: Item Not Converted | None | None | None | ComPacT NSX250F 36kA AC 4P3R 250A TMD | Spain | Dosrius | 46.251.165.160
2024-05-01 00:55:30 INFO: Item Converted | IEC | Schneider Electric | MCCB | LV431650 | Spain | Dosrius | 46.251.165.160
2024-05-01 00:56:16 INFO: Item Converted | IEC | Schneider Electric | MCCB | lv431650 | Spain | Madrid | 194.224.155.26
2024-05-01 01:59:22 INFO: Item Not Converted | None | None | None | 550061504c | Egypt | Alexandria | 154.143.214.4
2024-05-01 03:15:02 INFO: Item Not Converted | None | None | None | SK3105410 | United States | Cincinnati | 162.155.119.174
2024-05-01 04:06:15 INFO: Item Not Converted | None | None | None | S-t21 | Country Unknown | City Unknown | 10.13.30.11
2024-05-01 04:06:28 INFO: Item Not Converted | None | None | None | contactor | Country Unknown | City Unknown | 10.13.30.11
